Season,Tm07,Tm08,Tm09,Player,Player,Pos,GP,G,A,PTS,+/-,PIM,SOG,SPCT,SHFT,GWG,GTG,FOW,FOL,FO%,%Tm,PPG,PPA,SHG,SHA,ESG,ESA,PPG,PPA,SHG,SHA,ESG,ESA,ESGFA,PPGFA,SHGFA,ESGAA,PPGAA,SHGAA,MOIEH,MOIPP,MOISH,TMOI,BkS,Hits,MsS,GvA,TkA,BkS,Hits,MsS,GvA,TkA,AESMOI,ASHMOI,APPMOI,PLEH,PLPP,PLSH,PLT,MIEH,MIPP,MISH,MIT,PC,PC*,PCOEH,PCOPPP,PCOPPO,PCOSH,PCOSO,PCO,PCO*,PCDEH,PCDPP,PCDSHK,PCDSHO,PCD,PCD*,Def,Value,WiS Value,OGIT,DIT,RPM,Val OG,ValO,Val D,ValD,Tot,Date of Birth,City,Pr/St,Ctry,Ht,Wgt,Jersey,Shts,Rook,S-O,S-OG,S-OGW,Cap Cost,Nat
2006-07,Clb,Clb,Clb,"Modin, Fredrik ",Fredrik Modin,LW,79,22,20,42,-3,50,220,10.0%,2086,4,0,236,272,46.5%,11.3,6,6,0,0,16,14,6.4,6.4,0,0,19.5,17,2.25,4.9,0,2.19,0.43,7.67,985.5,281.7,242.6,1509.8,60,21,67,21,58,2.4,0.8,2.7,0.8,2.3,12.5,3.1,3.6,37,23,0,60,36,2,31,69,37.1,49.1,18.2,3.2,0.1,-2.5,-1.9,17,22.5,11.2,0.6,4.7,3.5,20.1,26.6,48,2062483,"$2,140,805",29.1,30.9,3.9,2.8,2.8,3.2,3.1,6,08 Oct '74 ,Sundsvall ,,SWE ,76,223,33,L ,N,3,0,0,,0
2007-08,Clb,Clb,Clb,"Modin, Fredrik ",Fredrik Modin,LW,23,6,6,12,1,20,41,14.6%,,1,0,46,57,44.7%,7.8,2,1,0,0,4,5,8.8,4.4,0,0,16.7,20.9,2.3,5.26,0,1.88,0.88,7.53,287.2,68.4,31.9,387.5,11,16,20,7,11,1.7,2.5,3.1,1.1,1.7,12.5,1.4,3,11,6,0,17,9,1,4,14,10,51.6,6.4,1.1,0.7,-0.4,0,7.8,40.1,4,-0.1,1.3,-3,2.2,11.5,54,949125,"$3,383,837",8.1,7.5,1.7,1.1,4.5,1,4.1,2.2,Oct 08 '74 ,Sundsvall ,,SWE ,76,217,33,L ,,,,,"$3,250,000",0
2006-07,Edm,Clb,Clb,"Hejda, Jan ",Jan Hejda,D ,39,1,8,9,-6,20,33,3.0%,1018,1,0,0,0,0.0%,0,0,0,0,0,1,8,0,0,0,0,1.9,14.8,1.95,0,0,2.5,0,6.02,647.3,18.3,129.6,795.3,48,61,17,42,26,3.6,4.6,1.3,3.2,2,16.6,3.3,0.5,21,0,0,21,27,0,13,40,27.4,69,3,-0.6,-0.3,-0.3,0,1.7,4.3,14.3,0.8,7,3.7,25.7,64.7,46,802404,"$1,687,106",11.5,17.7,-1,0.4,0.8,1.7,3.6,2.1,18 Jun '78 ,Prague ,,CZE ,75,209,25,L ,N,0,0,0,,0
2007-08,Clb,Clb,Clb,"Hejda, Jan ",Jan Hejda,D,81,0,13,13,20,61,71,0.0%,,0,0,0,0,0.0%,0,0,0,0,2,0,11,0,0,0,1.9,0,9.5,2.56,0,0.58,1.82,0,6.14,1383.4,15,312.9,1711.3,90,148,30,24,18,3.2,5.2,1.1,0.8,0.6,17.1,3.9,0.2,59,0,3,62,42,0,32,74,71,83,-1.5,-0.6,-1.3,1.2,0,-2.2,-2.6,50.1,0.5,22,0.6,73.2,85.5,74,3453214,"$3,495,846",26.5,40.4,19.2,-1.4,-1.4,9.6,9.4,8.2,Jun 18 '78 ,Prague ,,CZE ,75,229,8,L ,,,,,"$1,000,000",0
2007-08,,Clb,Clb,"Boll, Jared ",Jared Boll,RW,75,5,5,10,-4,226,63,7.9%,,3,0,2,4,33.3%,0.1,0,0,0,0,5,5,0,0,0,0,10.2,10.2,1.53,0,0,1.94,0,0,587.9,11.2,1.9,600.9,13,135,16,9,12,1.3,13.5,1.6,0.9,1.2,7.8,0,0.1,15,0,0,15,19,0,0,19,-0.7,-2.5,1.6,-0.6,6.2,0,0,7.2,23.8,8,0.1,0.3,-16.2,-7.9,-26.3,28,165000,"$165,000",13.1,12.5,-2.7,-1.9,-6.2,0.5,1.6,-1.4,May 13 '86 ,Charlotte ,NC ,USA ,74,206,40,R ,Y ,,,,"$743,333",0
2006-07,Clb,Clb,Clb,"Chimera, Jason ",Jason Chimera,LW,82,15,21,36,2,91,151,9.9%,1824,2,0,14,24,36.8%,0.8,2,2,2,0,11,19,9.4,9.4,2.8,0,13.5,23.3,2.33,7.54,0.55,2.45,0,5.25,979.7,63.6,217.1,1260.4,27,80,68,26,22,1.3,3.8,3.2,1.2,1,11.9,2.6,0.8,38,8,2,48,40,0,19,59,36.1,57.3,15.1,2.6,0.1,3,2,22.8,36.1,10.5,0.2,9.2,-6.6,13.3,21.1,48,1374249,"$1,374,249",25,27.3,7.7,1.8,2.3,3.6,4.7,5.4,02 May '79 ,Edmonton ,AB ,CAN ,74,206,,L ,N,4,1,1,,0
2007-08,Clb,Clb,Clb,"Chimera, Jason ",Jason Chimera,LW,81,14,17,31,-5,98,198,7.1%,,3,0,16,19,45.7%,0.7,1,4,1,0,12,13,1.8,7.4,1.7,0,13.4,14.5,1.85,4.41,0.33,2.12,0.37,6.3,1073.1,163.1,180.9,1417.1,15,73,52,22,19,0.6,3.1,2.2,0.9,0.8,13.2,2.2,2,33,12,1,46,38,1,19,58,29,41,13.2,-2.9,0.8,0.3,-1.8,9.8,13.8,13.5,0,10.3,-4.5,19.3,27.2,45,1386770,"$1,403,891",25.6,27.7,-4.1,0.6,0.7,2.1,2.4,2.1,May 02 '79 ,Edmonton ,AB ,CAN ,74,216,25,L ,,,,,"$875,000",0
2006-07,Was,Clb,Clb,"Novotny, Jiri ",Jiri Novotny,C ,18,0,6,6,-2,2,19,0.0%,339,0,0,104,98,51.5%,12.6,0,0,0,0,0,6,0,0,0,0,0,30.4,2.53,0,0,3.04,0,9.33,237,13,12.9,262.8,22,64,33,34,19,5,14.6,7.5,7.8,4.3,13.2,0.7,0.7,10,0,0,10,12,0,2,14,1.4,11,-0.3,-0.6,0,-0.2,-1.4,-2.4,-18.5,1.3,0,0.1,2.4,3.9,29.5,,,"$165,000",5.1,5.4,-1,-0.5,-3.5,0.1,0.7,-0.5,12 Aug '83 ,Pelhrimov ,,CZE ,76,194,13,R ,Y ,1,0,0,,1
2006-07,Buf,Clb,Clb,"Novotny, Jiri ",Jiri Novotny,C ,50,6,7,13,-2,26,60,10.0%,800,0,0,143,181,44.1%,,0,0,0,0,6,7,0,0,0,0,14.3,16.7,2.26,0,0,2.38,0,6.3,503.7,17.1,95.2,616.1,,,,,,0,0,0,0,0,10.1,1.9,0.3,19,0,0,19,20,0,10,30,10.8,35.1,5.9,-0.8,0.1,-1.2,0,3.9,12.7,4.1,0.1,3.7,-1,6.9,22.4,51,448193,"$735,037",10.2,12.6,-8.8,0.2,0.5,-0.9,-2.5,-0.7,,,,,,,,,,,,,,1
2006-07,Was,Clb,Clb,"Novotny, Jiri ",Jiri Novotny,C ,68,6,13,19,-4,28,79,7.6%,1139,0,0,247,279,47.0%,12.6,0,0,0,0,6,13,0,0,0,0,9.7,21.1,2.35,0,0,2.59,0,6.66,740.7,30.1,108.1,878.9,22,64,33,34,19,1.5,4.4,2.3,2.3,1.3,10.9,1.6,0.4,29,0,0,29,32,0,12,44,12.3,27.9,5.6,-1.5,0.1,-1.4,-1.4,1.5,3.3,5.4,0.1,3.9,1.5,10.8,24.6,38,448193,"$540,468",15.3,18,-9.8,0,0,-0.6,-1.2,-0.6,12 Aug '83 ,Pelhrimov ,0,CZE ,76,194,13,R ,Y ,1,0,0,,2
2007-08,Clb,Clb,Clb,"Novotny, Jiri ",Jiri Novotny,C,65,8,14,22,-10,24,91,8.8%,,0,0,375,416,47.4%,21.5,1,4,0,2,7,8,1.8,7.3,0,3.8,10.1,11.6,1.88,4.37,1.13,2.83,0,6.41,828,164.7,159.3,1152,39,103,27,13,13,2,5.4,1.4,0.7,0.7,12.7,2.5,2.5,26,12,3,41,39,0,17,56,15.4,26.7,3.2,-3.3,-4.3,-0.1,-1.8,-6.3,-10.9,5.8,0.8,8.8,6.2,21.6,37.6,48,1023158,"$1,290,753",23.3,24.8,-9,-2.2,-3,1,1.4,-1.8,Aug 12 '83 ,Pelhrimov ,,CZE ,75,209,12,R ,,,,,"$750,000",0
2007-08,,Clb,Clb,"Russell, Kris ",Kris Russell,D,67,2,8,10,-12,14,90,2.2%,,1,0,0,0,0.0%,0,1,3,0,0,1,5,1.4,4.3,0,0,1.6,7.8,1.64,3.69,0,2.57,0,0,770.1,211.2,9.4,990.8,64,31,30,12,8,3.9,1.9,1.8,0.7,0.5,11.5,0.1,3.2,21,13,0,34,33,0,0,33,30,60.5,0.3,-3.6,-1.1,0,0,-4.4,-8.8,17.2,7.4,1.6,8.2,34.4,69.4,48,1186870,"$1,452,587",22.6,18.5,-8.9,-1.2,-2,-0.3,-0.5,-1.5,May 02 '87 ,Red Deer ,AB ,CAN ,70,168,2,L ,Y ,,,,"$744,444",0
2006-07,Cal,Cal,Clb,"Huselius, Kristian ",Kristian Huselius,LW,81,34,43,77,21,26,173,19.7%,1675,6,0,4,10,28.6%,0.3,14,20,2,2,18,21,13,18.6,9.8,9.8,21.1,24.6,2.87,8.2,3.94,1.64,0.56,8.86,1024.8,322,60.9,1407.7,19,11,69,83,48,0.8,0.5,2.9,3.5,2,12.7,0.8,4,49,44,4,97,28,3,9,40,85.7,121.8,30.3,26.2,0.1,5.8,1.3,63.7,90.5,12.7,0.3,0.6,8.3,22,31.3,79,6118813,"$6,194,354",33,25.8,13.8,13.2,14.7,4.2,4.7,17.4,10 Nov '78 ,Osterhaninge ,,SWE ,73,184,,L ,N,5,1,0,,0
2007-08,Cal,Cal,Clb,"Huselius, Kristian ",Kristian Huselius,LW,81,25,41,66,10,40,202,12.4%,,5,0,1,3,25.0%,0,6,19,0,0,19,22,5.8,18.3,0,0,20.7,23.9,3.1,7.92,0,2.39,0.58,0,1103.2,310.7,19.1,1433,11,9,54,58,53,0.5,0.4,2.3,2.4,2.2,13.6,0.2,3.8,57,41,0,98,44,3,0,47,83,115.8,39.6,13.8,-3.5,-0.2,14.2,63.7,89,12.1,0.8,2.8,3.5,19.3,26.9,64,4378130,"$4,432,181",35.9,25.5,12.6,8.5,9.6,3.4,3.9,13.8,Nov 10 '78 ,Osterhani ,,SWE ,73,179,20,L ,,,,,"$1,400,000",0
2006-07,Clb,Clb,Clb,"Malhotra, Manny ",Manny Malhotra,C ,82,9,16,25,-8,76,109,8.3%,1796,3,0,621,506,55.1%,24.3,2,0,0,0,7,16,11.3,0,0,0,9.2,21,2.1,7.89,0.48,2.7,1.13,5.55,912.1,53.2,248.6,1214,47,77,48,11,38,2.3,3.8,2.4,0.5,1.9,11.1,3,0.6,32,7,2,41,41,1,23,65,27.4,45.1,5.6,1.3,0.1,-2.6,3.3,7.6,12.5,8.7,0,9.8,1.2,19.8,32.6,40,708992,"$708,992",24.1,27.8,-3,-2.2,-2.9,1.8,2.4,-0.4,18 May '80 ,Mississauga ,ON ,CAN ,74,215,27,L ,N,2,1,1,,0
2007-08,Clb,Clb,Clb,"Malhotra, Manny ",Manny Malhotra,C,71,11,18,29,-3,34,112,9.8%,,2,0,683,475,59.0%,29.1,2,1,0,1,9,16,7.1,3.5,0,1.7,11.9,21.2,2.12,2.82,0.34,2.19,2.12,6.41,905.9,85.1,178,1168.9,40,64,31,19,29,2.1,3.3,1.6,1,1.5,12.8,2.5,1.2,32,4,1,37,33,3,19,55,32.5,55.5,14.5,0.2,-3,-1.1,0,10.6,18.1,10.2,-0.4,9.8,2.2,21.9,37.4,54,1871682,"$2,161,661",21.4,25.6,-1.9,1.3,1.8,2.3,3.2,3.7,May 18 '80 ,Mississauga ,ON ,CAN ,74,217,27,L ,,,,,"$1,200,000",0
2006-07,Clb,Clb,Clb,"Methot, Marc ",Marc Methot,D ,20,0,4,4,5,12,11,0.0%,419,0,0,0,0,0.0%,0,0,0,0,0,0,4,0,0,0,0,0,20.3,3.55,0,0,2.28,0,4.56,236.7,3.2,52.6,292.5,12,31,7,6,2,2.5,6.4,1.4,1.2,0.4,11.8,2.6,0.2,14,0,0,14,9,0,4,13,11.5,78.9,1.9,-0.1,0,-0.1,0,1.7,11.4,6.7,0.1,3.1,0,9.9,67.5,56,476057,"$1,951,834",5.6,7.7,6.4,0,0,2.4,13.8,2.5,21 Jun '85 ,Ottawa ,ON ,CAN ,74,196,48,L ,Y ,0,0,0,,0
2007-08,Clb,Clb,Clb,"Methot, Marc ",Marc Methot,D,9,0,0,0,-1,8,9,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.5,0,7.56,120.1,0,7.9,128.1,2,16,3,1,0,0.9,7.5,1.4,0.5,0,13.3,0.9,0,6,0,0,6,7,0,1,8,-0.9,-14.3,-1,0,0.6,0,0,-0.3,-5.1,0.6,0,0.4,-1.6,-0.6,-9.2,,,"$165,000",3.2,3.9,-0.6,-0.7,-10.3,0.2,2.9,-0.4,Jun 21 '85 ,Ottawa ,ON ,CAN ,74,196,29,L ,Y ,,,,"$608,333",0
2006-07,Tor,Clb,Clb,"Peca, Michael ",Michael Peca,C ,35,4,11,15,2,60,42,9.5%,855,2,0,307,308,49.9%,28.2,0,0,0,1,4,10,0,0,0,2,10.8,26.9,2.69,0,0.4,2.69,0,8,445.3,14.1,150,609.4,45,33,17,26,28,4.4,3.2,1.7,2.6,2.8,12.7,4.3,0.4,20,0,1,21,20,0,20,40,7.7,25.4,7.3,-0.8,0,-0.8,0,5.7,18.8,4.3,0.1,5.4,-7.8,2,6.6,39,250604,"$587,129",10.1,14.5,0.4,0.3,0.8,0.9,2.3,1.2,26 Mar '74 ,Toronto ,ON ,CAN ,71,190,27,R ,N,0,0,0,,0
2007-08,Tor,Clb,Clb,"Peca, Michael ",Michael Peca,C,65,8,26,34,-1,64,86,9.3%,,3,0,571,513,52.7%,29.5,3,11,0,1,5,14,5.3,19.5,0,1.6,7.1,19.8,2.26,7.46,0.95,2.4,0.71,6.01,848.4,169,189.6,1206.9,57,74,34,18,28,2.8,3.7,1.7,0.9,1.4,13.1,2.9,2.6,32,21,3,56,34,2,19,55,18.8,31.1,5,8.4,-4.4,-1.2,0.8,8.7,14.4,9,-0.3,11.5,-10.1,10.1,16.8,51,1423557,"$1,795,872",26.6,26.4,0.5,0.1,0.1,2.8,3.6,2.7,Mar 26 '74 ,Toronto ,ON ,CAN ,71,181,19,R ,,,,,"$1,915,000",0
2006-07,Car,Car,Clb,"Commodore, Mike ",Mike Commodore,D ,82,7,22,29,0,113,136,5.1%,2256,1,0,0,0,0.0%,0,0,1,2,3,5,18,0,9.7,2,2.9,4.6,16.7,2.6,1.93,1.96,3.2,1.93,6.48,1294.6,31.1,305.7,1631.3,141,214,68,54,25,5.2,7.9,2.5,2,0.9,15.8,3.7,0.4,56,1,10,67,69,1,33,103,44.7,54.8,15.1,0.1,0.1,5.6,0,20.9,25.6,27.8,-0.1,6.3,-10.2,23.8,29.2,43,1890573,"$1,890,573",26.7,42.5,0.6,4.1,4.2,4.6,4.7,8.7,07 Nov '79 ,Fort Saskatchewan ,AB ,CAN ,77,228,,R ,N,0,0,0,,0
2007-08,Car,Car,Clb,"Commodore, Mike ",Mike Commodore,D,41,3,9,12,2,74,67,4.5%,,,,0,0,0.0%,,,,,,,,0,0,0,0,0,0,3.02,0,0.45,2.83,2.78,9.97,635.9,21.6,132.3,789.8,,,,,,0,0,0,0,0,15.5,3.2,0.5,32,0,1,33,30,1,22,53,14.8,37.6,9.5,-0.8,1.8,0.4,0,10.9,27.5,12.1,-1.4,1.1,-7.9,4,10.1,38,601266,"$1,202,532",,,,,,,,,,,,,,,,,,,,,"$1,250,000",1
2007-08,Car,Ott,Clb,"Commodore, Mike ",Mike Commodore,D,26,0,2,2,-9,26,30,0.0%,,,,0,0,0.0%,,,,,,,,0,0,0,0,0,0,1.51,0,1.74,3.35,0,4.36,357.9,3.7,68.9,430.4,,,,,,0,0,0,0,0,13.8,2.6,0.1,9,0,2,11,20,0,5,25,5.9,27.5,-0.6,-0.1,0,-0.2,0,-0.9,-4.3,2.2,0.1,5,-0.5,6.8,31.8,36,165000,"$165,000",,,,,,,,,,,,,,,,,,,,,"$1,250,000",1
2007-08,Car,Ott,Clb,"Commodore, Mike ",Mike Commodore,D,67,3,11,14,-7,100,97,3.1%,,0,0,0,0,0.0%,0,0,0,0,1,3,10,0,0,0,1.5,3.6,12.1,2.48,0,0.89,3.02,2.37,8.05,993.7,25.3,201.2,1220.2,95,144,41,28,23,4.7,7.1,2,1.4,1.1,14.8,3,0.4,41,0,3,44,50,1,27,78,20.7,34,8.9,-1,1.7,0.3,0,9.9,16.3,14.3,-1.3,6.1,-8.4,10.8,17.7,37,661043,"$809,038",20.4,29.9,-10.5,0.6,0.8,-0.9,-1.2,-0.4,Nov 07 '79 ,Fort Saskatchewan ,AB ,CAN ,77,228,44,R ,,,,,"$1,250,000",2
2006-07,NYI,Pho,Clb,"York, Mike ",Mike York,LW,32,6,7,13,-9,14,46,13.0%,615,1,0,197,235,45.6%,,2,1,0,0,4,6,6.8,3.4,0,0,13,19.5,1.95,3.38,0,3.25,1.35,7.84,369,88.7,15.3,473,,,,,,0,0,0,0,0,11.5,0.5,2.8,12,5,0,17,20,2,2,24,7.5,31.9,4.1,0.1,-0.3,-0.2,2.1,5.8,24.6,0.9,0,0.2,0.6,1.7,7.3,46,588101,"$1,507,009",10.1,9,-10.9,0.2,0.7,-1.5,-5.2,-1.3,,,,,,,,,,,,,,1
2006-07,Phi,Pho,Clb,"York, Mike ",Mike York,LW,34,4,4,8,-9,8,41,9.8%,519,1,0,130,142,47.8%,66,0,0,0,0,4,4,0,0,0,0,15.9,15.9,2.58,4.01,0,3.96,2,9.16,302.8,30,19.7,352.4,33,24,22,17,24,5.6,4.1,3.7,2.9,4.1,8.9,0.6,0.9,13,2,0,15,20,1,3,24,3.9,21.9,4.2,-1.6,-0.1,-0.2,0,2.2,12.7,-0.2,-0.2,0.2,1.8,1.6,9.2,37,191902,"$462,822",8.6,8.6,-3.4,-1,-5,-0.3,-1.5,-1.3,03 Jan '78 ,Waterford ,MI ,USA ,70,185,61,R ,N,3,1,1,,1
2006-07,Phi,Pho,Clb,"York, Mike ",Mike York,LW,66,10,11,21,-18,22,87,11.5%,1134,2,0,327,377,46.4%,17.6,2,1,0,0,8,10,5.1,2.5,0,0,14.3,17.9,2.23,3.54,0,3.57,1.52,8.58,671.8,118.6,35,825.3,24,33,22,17,24,1.7,2.4,1.6,1.2,1.7,10.2,0.5,1.8,25,7,0,32,40,3,5,48,11.4,27.6,8.3,-1.5,-0.5,-0.4,2.1,8.1,19.5,0.7,-0.2,0.4,2.5,3.3,8.1,41,780003,"$969,095",18.7,17.6,-14.3,-0.4,-0.8,-0.9,-1.8,-1.3,03 Jan '78 ,Waterford ,MI ,USA ,70,185,61,R ,N,3,1,1,,2
2007-08,Phi,Pho,Clb,"York, Mike ",Mike York,LW/RW,63,6,8,14,-8,4,85,7.1%,,1,0,104,101,50.7%,5.6,4,2,0,0,2,6,10.7,5.3,0,0,3.8,11.4,1.43,4.81,4.92,2.09,1.07,4.92,630.6,112.3,12.2,755.1,17,24,21,8,14,1.4,1.9,1.7,0.6,1.1,10,0.2,1.8,15,9,1,25,22,2,1,25,13.3,35.3,-5.1,4,-1.2,-0.2,2.8,0.3,0.9,5.6,0.1,0.6,6.6,13,34.3,50,679454,"$884,369",15,12.9,-5.1,-1.4,-3.2,-0.1,-0.2,-1,Jan 03 '78 ,Waterford ,MI ,USA ,70,185,16,R ,,,,,"$1,000,000",0
2006-07,Clb,Clb,Clb,"Tollefsen, Ole-Kristian ",Ole-Kristian Tollefsen,D ,70,2,3,5,2,123,39,5.1%,1475,0,0,0,0,0.0%,0,1,0,0,0,1,3,44.6,0,0,0,1.4,4.3,0.14,8.91,0,0.36,0,0,840.6,6.7,149,996.3,66,154,15,18,9,4,9.3,0.9,1.1,0.5,12,2.1,0.1,2,1,0,3,5,0,0,5,19.9,40,-2.8,1.7,0,-0.3,0,-1.4,-2.9,25.8,0.2,5.5,-10.2,21.3,42.8,42,429575,"$503,216",17.3,23.7,5.5,-2,-3.5,3.8,6.6,1.8,29 Mar '84 ,Norway ,,NOR ,74,211,55,L ,Y ,0,0,0,,0
2007-08,Clb,Clb,Clb,"Tollefsen, Ole-Kristian ",Ole-Kristian Tollefsen,D,51,2,2,4,-3,111,21,9.5%,,0,0,0,0,0.0%,0,0,0,1,0,1,2,0,0,3.2,0,2.3,4.5,1.92,0,1.93,2.48,34.29,5.14,532.6,1.8,93.4,627.7,20,91,12,9,2,1.9,8.7,1.1,0.9,0.2,10.4,1.8,0,17,0,3,20,22,1,8,31,15.4,49,-0.1,-0.1,2.9,2.3,0,5.1,16.3,12.8,0.1,8.1,-10.7,10.3,32.7,37,358839,"$576,957",12.2,16.4,-2.6,-1,-2.8,1.1,3,0.2,Mar 29 '84 ,Oslo ,,NOR ,74,211,55,L ,,,,,"$675,000",0
2006-07,Phi,Phi,Clb,"Umberger, R.J. ",R.J. Umberger,C ,81,16,12,28,-32,41,134,11.9%,1685,1,0,238,297,44.5%,11.2,2,1,2,3,12,8,8.1,4,2.9,4.4,16,10.7,1.6,5.66,2.35,4.21,0,5.87,898.9,74.3,204.4,1177.5,65,69,66,38,36,3.3,3.5,3.4,1.9,1.8,11.1,2.5,0.9,24,7,8,39,63,0,20,83,30.1,51,8.4,0.6,-0.4,6.2,0,14.8,25.1,-1.3,0.3,9.8,6.5,15.3,25.9,24,683135,"$691,569",23.8,27.7,-18.7,-0.3,-0.4,-1.3,-1.8,-1.6,03 May '82 ,Pittsburgh ,PA ,USA ,74,200,20,L ,N,0,0,0,,0
2007-08,Phi,Phi,Clb,"Umberger, R.J. ",R.J. Umberger,C/LW,74,13,37,50,0,19,173,7.5%,,3,0,45,72,38.5%,2.6,4,8,0,5,9,24,9.2,18.4,0,7.9,10.8,28.8,2.52,7.8,1.57,2.7,0.92,6.3,1000.9,130.8,190.5,1322.2,59,64,46,32,40,2.7,2.9,2.1,1.5,1.8,13.5,2.6,1.8,42,17,5,64,45,2,20,67,51.7,78.2,19,8.4,0.6,3.4,0,31.3,47.4,5.3,0.1,6.7,8.2,20.4,30.8,55,2302542,"$2,551,465",26.8,29.2,-1.5,6,7.3,1.4,1.7,7.4,May 03 '82 ,Pittsburgh ,PA ,USA ,74,200,20,L ,,,,,"$1,150,000",0
2006-07,Edm,Edm,Clb,"Torres, Raffi ",Raffi Torres,LW,82,15,19,34,-7,88,154,9.7%,1600,0,0,22,28,44.0%,1,1,0,0,0,14,19,2,0,0,0,16.5,22.3,2.47,1.2,0,2.47,0.4,0,1020.6,150.4,3.6,1174.5,25,114,63,81,39,1.3,5.8,3.2,4.1,2,12.4,0,1.8,42,3,0,45,42,1,0,43,21.4,36.5,23.1,-5.7,-0.5,0,4.2,21.1,35.9,7.2,0.5,0.4,-7.8,0.3,0.6,39,1053475,"$1,053,475",23.9,21.8,5.1,1.8,2.7,2.5,3.8,4.3,08 Oct '81 ,Toronto ,ON ,CAN ,72,216,,L ,N,1,1,1,,0
2007-08,Edm,Edm,Clb,"Torres, Raffi ",Raffi Torres,LW,32,5,6,11,-4,36,87,5.7%,,2,0,13,7,65.0%,1,1,1,0,0,4,5,3.5,3.5,0,0,10.6,13.2,1.99,4.89,0,2.38,0.7,0,453.2,85.9,5.2,544.3,10,55,34,26,9,1.1,6.1,3.7,2.9,1,14.2,0.2,2.7,15,7,0,22,18,1,0,19,3.6,13.2,2.4,-1.6,0.2,-0.1,1.7,2.6,9.7,2.9,0.1,0.4,-2.5,1,3.5,39,345556,"$885,487",10.1,8,-0.7,-0.3,-0.9,0,0,-0.2,Oct 08 '81 ,Toronto ,,CAN ,72,215,14,L ,,,,,"$2,250,000",0
2006-07,Clb,Clb,Clb,"Nash, Rick ",Rick Nash,LW,75,27,30,57,-8,73,228,11.8%,1996,5,0,61,82,42.7%,3.3,9,13,1,2,17,15,8,11.5,2.4,4.8,20.9,18.5,2.28,6.19,1.44,2.4,0.71,6.71,975.1,339.3,125.3,1439.7,26,71,77,23,49,1.1,3,3.2,1,2,13,1.7,4.5,37,35,3,75,39,4,14,57,52.3,72.7,23.2,13.8,0.1,3.4,1.3,41.8,58,9.3,0.5,3.6,-2.8,10.5,14.6,40,2631983,"$2,877,635",33.1,27,2.4,6.5,6.8,2.5,2.6,9,16 Jun '84 ,Brampton ,ON ,CAN ,76,215,61,L ,N,5,1,0,,0
2007-08,Clb,Clb,Clb,"Nash, Rick ",Rick Nash,LW,80,38,31,69,2,95,329,11.6%,,6,0,14,30,31.8%,0.9,10,12,4,0,24,19,10.4,12.5,5.8,0,25.1,19.9,2.57,6.04,1.17,2.51,0.63,5.83,1145.1,288,205.9,1639,30,67,96,30,56,1.1,2.5,3.5,1.1,2.1,14.3,2.6,3.6,49,29,4,82,48,3,20,71,92.4,112.7,44.3,16.3,6.6,7.7,8.6,83.4,101.8,11.1,-0.2,13,-15,9,10.9,52,4462975,"$4,574,549",36.9,34.6,6.3,11.4,10.7,4.4,4.1,16.4,Jun 16 '84 ,Brampton ,ON ,CAN ,76,218,61,L ,,,,,"$5,400,000",0
2006-07,Clb,Clb,Clb,"Klesla, Rostislav ",Rostislav Klesla,D ,75,9,13,22,-13,105,159,5.7%,2377,0,0,0,0,0.0%,0,2,3,0,0,7,10,2.9,4.4,0,0,6.9,9.9,1.88,2.61,0.81,2.57,0.29,7.08,1214.5,206.8,296.8,1718.1,121,113,50,27,18,4.2,3.9,1.7,0.9,0.6,16.2,4,2.8,38,9,4,51,52,1,35,88,45,52.4,12,-0.6,0.1,-0.6,0,10.8,12.6,28.9,4.4,8.9,-7.9,34.2,39.8,30,892791,"$976,118",27.3,37.2,-7.2,2.2,2,1.9,1.7,4.1,21 Mar '82 ,Novy Jicin ,,CZE ,75,216,97,L ,N,0,0,0,,0
2007-08,Clb,Clb,Clb,"Klesla, Rostislav ",Rostislav Klesla,D,82,6,12,18,7,60,130,4.6%,,1,0,4,1,80.0%,0.1,3,3,0,0,3,9,5.2,5.2,0,0,2.5,7.4,2.15,6.58,0.43,1.9,0.35,6.89,1451.5,173.2,278.6,1903.3,110,107,48,17,20,3.5,3.4,1.5,0.5,0.6,17.7,3.4,2.1,52,19,2,73,46,1,32,79,75.5,79.3,2.7,1.9,-1.5,-0.7,0,2.4,2.5,49.3,6,16.1,1.6,73.1,76.8,62,2945487,"$2,945,487",35.8,40.5,7.6,-0.8,-0.7,6.9,5.9,6.1,Mar 21 '82 ,Novy Jicin ,,CZE ,75,220,97,L ,,,,,"$1,600,000",0
2007-08,,Min,Clb,"Kelly, Steve ",Steve Kelly,C,2,0,0,0,0,0,1,0.0%,,0,0,2,1,66.7%,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,7.2,-0.2,0,-0.1,0,0,-0.3,-67.4,0.2,0,0,0.1,0.3,74.6,,,"$165,000",0.2,0.1,0,-0.1,-26.8,0,0,-0.1,Oct 26 '76 ,Vancouver ,BC ,CAN ,74,210,16,L ,,,,,"$500,000",0
