Season,Tm07,Tm08,Tm09,Player,Player,Pos,GP,G,A,PTS,+/-,PIM,SOG,SPCT,SHFT,GWG,GTG,FOW,FOL,FO%,%Tm,PPG,PPA,SHG,SHA,ESG,ESA,PPG,PPA,SHG,SHA,ESG,ESA,ESGFA,PPGFA,SHGFA,ESGAA,PPGAA,SHGAA,MOIEH,MOIPP,MOISH,TMOI,BkS,Hits,MsS,GvA,TkA,BkS,Hits,MsS,GvA,TkA,AESMOI,ASHMOI,APPMOI,PLEH,PLPP,PLSH,PLT,MIEH,MIPP,MISH,MIT,PC,PC*,PCOEH,PCOPPP,PCOPPO,PCOSH,PCOSO,PCO,PCO*,PCDEH,PCDPP,PCDSHK,PCDSHO,PCD,PCD*,Def,Value,WiS Value,OGIT,DIT,RPM,Val OG,ValO,Val D,ValD,Tot,Date of Birth,City,Pr/St,Ctry,Ht,Wgt,Jersey,Shts,Rook,S-O,S-OG,S-OGW,Cap Cost,Nat
2006-07,Tor,Tor,Tor,"Antropov, Nik ",Nik Antropov,C ,54,18,15,33,8,44,125,14.4%,1237,4,0,12,22,35.3%,1,4,1,0,0,14,14,9.1,2.3,0,0,22.8,22.8,3.01,6.4,0,2.28,0,13.68,738.5,131.3,26.3,896.1,22,75,60,31,23,1.5,5,4,2.1,1.5,13.7,0.5,2.4,37,14,0,51,28,0,6,34,28.6,63.7,24.9,1.3,0,-0.3,-0.9,24.9,55.6,9.1,0.5,-1.1,-4.8,3.6,8.1,54,2190070,"$3,325,662",19.6,17.6,8.3,3.5,6.6,2.5,4.7,6,18 Feb '80 ,Ust-Kamenogorsk ,,KAZ ,78,230,80,L ,N,2,0,0,,0
2007-08,Tor,Tor ,Tor,"Antropov, Nik ",Nik Antropov,C/RW,72,26,30,56,10,92,165,15.8%,,5,0,114,157,42.1%,6.6,12,4,0,1,14,25,13.9,4.6,0,1.7,16.7,29.8,3.27,7.19,0.66,2.62,0.7,7.3,1008.1,258.9,180.9,1447.8,51,102,75,53,30,2.1,4.2,3.1,2.2,1.2,14,2.5,3.6,55,31,2,88,44,3,22,69,60.2,83.1,32.6,15.6,1.4,-1.3,1.7,50.1,69.2,8.9,0.5,6.5,-5.8,10.1,13.9,50,3489821,"$3,974,518",31.3,29.3,16.2,7.2,7.6,4.2,4.5,11.4,Feb 18 '80 ,Ust-Kamenog ,,KAZ ,78,230,80,L ,,,,,"$2,050,000",0
2006-07,Dal,Dal,Tor,"Hagman, Niklas ",Niklas Hagman,LW,82,17,12,29,3,34,152,11.2%,1638,2,0,3,12,20.0%,0.3,2,3,1,0,14,9,12.3,18.4,1.4,0,18.2,11.7,2.15,8.59,0.28,2.08,0,4.53,922.1,48.9,212.1,1183.1,21,57,61,37,39,1.1,2.9,3.1,1.9,2,11.2,2.6,0.6,33,7,1,41,32,0,16,48,45,76.1,14.9,3.3,0.6,-0.2,-0.6,18,30.4,10.4,0.2,13.4,3,27,45.7,69,2206943,"$2,206,943",22.2,26.1,1.1,1.1,1.5,3.7,5.1,4.8,05 Dec '79 ,Espoo ,,FIN ,72,205,,L ,N,0,0,0,,0
2007-08,Dal,Dal,Tor,"Hagman, Niklas ",Niklas Hagman,LW,82,27,14,41,4,51,178,15.2%,,8,0,2,17,10.5%,0.4,4,3,4,1,19,10,6.2,4.7,6.7,1.7,25.2,13.3,2.65,4.97,2,2.52,1.24,3.33,905.5,193.1,180.1,1278.6,13,40,61,52,40,0.6,1.9,2.9,2.4,1.9,11,2.2,2.4,40,16,6,62,38,4,10,52,60.2,94.2,27.1,1.5,2.5,7.4,1.8,40.2,62.9,6.7,-0.1,12.1,1.4,20,31.3,61,4162412,"$4,162,412",26.6,26.1,0.2,5.1,6.2,2.7,3.3,7.8,Dec 05 '79 ,Espoo ,,FIN ,72,205,15,L ,,,,,"$675,000",0
2006-07,Tor,Tor,Tor,"Kubina, Pavel ",Pavel Kubina,D ,61,7,14,21,7,48,97,7.2%,1670,1,0,0,0,0.0%,0,4,4,0,0,3,10,9.3,9.3,0,0,3.7,12.2,2.76,6.48,0,2.08,0,7.57,980,129.7,190.3,1300,110,100,42,50,27,5.1,4.6,1.9,2.3,1.2,16.1,3.1,2.1,45,14,0,59,34,0,24,58,57.3,88.1,7.1,6.7,0.1,-0.5,0,13.4,20.5,30.1,4.3,9.5,0,43.9,67.6,53,2182437,"$2,933,768",22.9,26.1,6.4,2.3,2.8,3.5,4.3,5.9,15 Apr '77 ,Celadna ,,CZE ,76,244,,R ,N,0,0,0,,0
2007-08,Tor,Tor ,Tor,"Kubina, Pavel ",Pavel Kubina,D,72,11,29,40,5,116,136,8.1%,,4,0,0,1,0.0%,0,6,12,0,1,5,16,7.1,14.3,0,1.2,4.9,15.8,2.92,7.84,0.7,2.62,0.95,8.43,1213.7,252.6,256.1,1722.4,166,121,57,48,34,5.8,4.2,2,1.7,1.2,16.9,3.6,3.5,59,33,3,95,53,4,36,93,50.5,58.6,18.8,15.6,-1.1,0.1,-0.9,32.5,37.7,26.9,2.5,5.1,-16.5,18,20.9,41,2203496,"$2,509,537",38.6,38.3,11.1,6,5.4,5.3,4.8,10.9,Apr 15 '77 ,Celadna ,,CZE ,76,244,31,R ,,,,,"$5,000,000",0
2007-08,,Tor ,Tor,"Earl, Robbie ",Robbie Earl,LW,9,0,1,1,-2,0,9,0.0%,,0,0,2,0,100.0%,0.4,0,0,0,0,0,1,0,0,0,0,0,15,1.5,0,0,3,0,0,80.1,2.5,0.6,83.1,5,3,3,3,2,3.6,2.2,2.2,2.2,1.4,8.9,0.1,0.3,2,0,0,2,4,0,0,4,0.5,11.7,-0.9,-0.1,-0.3,0,0,-1.3,-31.2,0.5,0,0.1,1.2,1.8,42.9,,,"$165,000",1.7,1.7,-1.8,-0.5,-11.6,-0.2,-4.6,-0.7,Jun 02 '85 ,Chicago ,IL ,USA ,73,195,52,L ,Y ,,,,"$600,000",0
2006-07,NYR,NYR,Tor,"Hollweg, Ryan ",Ryan Hollweg,C ,78,1,2,3,-11,131,63,1.6%,966,0,0,34,52,39.5%,1.9,0,0,0,0,1,2,0,0,0,0,1.9,3.8,0.96,0,0,2.1,0,0,627.7,7.3,7.5,642.6,15,231,20,24,15,1.4,21.6,1.9,2.2,1.4,8,0.1,0.1,10,0,0,10,22,0,0,22,-12.8,-40,-10.6,-0.3,0.1,-0.1,-0.5,-11.5,-35.7,6,0,0.7,-8.1,-1.4,-4.3,37,165000,"$165,000",12.6,11.8,-12,-4.9,-14.9,-1,-3,-5.9,23 Apr '83 ,Downey ,CA ,USA ,71,210,44,L ,N,0,0,0,,0
2007-08,NYR,NYR,Tor,"Hollweg, Ryan ",Ryan Hollweg,LW,70,2,2,4,-12,96,59,3.4%,,0,0,18,21,46.2%,1,0,0,0,0,2,2,0,0,0,0,4.2,4.2,0.42,0,0,1.68,0,0,573,6.4,1.7,581,18,174,20,8,10,1.9,18,2.1,0.8,1,8.2,0,0.1,4,0,0,4,16,0,0,16,-5.9,-20.3,-8,-0.3,-0.4,0,0,-8.8,-30.4,6.7,0,0.2,-3.9,2.9,10.1,42,165000,"$165,000",9.8,9.3,-12.7,-2.8,-9.5,-1.2,-4.1,-4,Apr 23 '83 ,Downey ,CA ,USA ,71,210,44,L ,,,,,"$512,500",0
2007-08,,Tor ,Tor,"Gamache, Simon ",Simon Gamache,LW,11,2,2,4,-1,6,11,18.2%,,0,0,0,0,0.0%,0,1,0,0,0,1,2,74.7,0,0,0,11.8,23.7,2.96,14.94,0,3.55,0,0,101.4,4,0.1,105.5,1,10,7,2,3,0.6,5.7,4,1.1,1.7,9.2,0,0.4,5,1,0,6,6,0,0,6,2.7,51.3,1.3,1.9,0.4,0,0,3.5,67,0.2,0,0,-1.1,-0.8,-15.6,,,"$165,000",3,2.7,-0.5,0.2,3.6,0.1,1.8,0.3,Jan 03 '81 ,Thetford Mines ,QC ,CAN ,70,186,39,L ,,,,,"$625,000",0
2007-08,,Tor ,Tor,"Kronwall, Staffan ",Staffan Kronwall,D,18,0,0,0,-2,7,9,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,2.98,0,10.59,181.3,7.5,11.3,200.2,14,14,4,9,4,4.2,4.2,1.2,2.7,1.2,10.1,0.6,0.4,7,0,0,7,9,0,2,11,4.8,48.1,-1.6,-0.3,1.8,0,0,-0.1,-1.4,2.8,0.2,-0.1,2,5,49.5,,,"$165,000",4.1,5.2,-1.5,-0.9,-8.2,-0.1,-0.9,-1,Sep 10 '82 ,Järfälla ,,SWE ,75,209,44,L ,,,,,"$487,500",0
2006-07,Tor,Tor,Tor,"Kaberle, Tomas ",Tomas Kaberle,D ,74,11,47,58,3,20,128,8.6%,2187,1,0,0,0,0.0%,0,2,28,0,1,9,18,1.4,19.5,0,1.1,8.9,17.7,3.05,7.38,0,2.46,0.83,8.16,1218.6,431.2,264.7,1914.5,67,61,49,61,45,2.1,1.9,1.5,1.9,1.4,16.5,3.6,5.8,62,53,0,115,50,6,36,92,109.8,114.7,25.7,14.2,0.1,0.1,1.9,42,43.9,31,3.7,10.6,22.5,67.8,70.8,70,5950045,"$6,593,293",45.5,38.2,7.2,9.3,7.1,4.7,3.6,14,02 Mar '78 ,Rakovnik ,,CZE ,73,198,15,L ,N,3,1,0,,0
2007-08,Tor,Tor ,Tor,"Kaberle, Tomas ",Tomas Kaberle,D,82,8,45,53,-8,22,155,5.2%,,1,0,1,1,50.0%,0,6,24,0,0,2,21,4.1,16.4,0,0,1.6,17,2.54,6.68,0.53,2.62,0.95,9.6,1486.7,439.9,112.5,2039.1,99,41,40,84,24,2.9,1.2,1.2,2.5,0.7,18.1,1.4,5.4,63,49,1,113,65,7,18,90,92.5,90.8,11.6,19.4,-5.5,-0.3,9.7,34.9,34.2,32.9,4.3,0.5,20,57.7,56.6,61,4763549,"$4,763,549",26.6,19.2,3,3.4,2.6,2.4,1.9,5.8,Mar 02 '78 ,Rakovnik ,,CZE ,73,198,15,L ,,,,,"$4,250,000",0
2006-07,Chi,,Tor,"Salmelainen, Tony ",Tony Salmelainen,LW,57,6,11,17,-3,26,54,11.1%,832,1,0,0,1,0.0%,0,0,1,0,0,6,10,0,7.7,0,0,14.2,23.6,2.6,1.54,0,2.72,1.54,7.69,508.2,38.9,15.6,562.7,7,17,18,16,13,0.7,1.8,1.9,1.7,1.4,8.9,0.3,0.7,22,1,0,23,23,1,2,26,9.1,32.4,9.3,-0.8,-0.3,-0.2,-0.7,7.3,26,3,0,0.3,-1.5,1.8,6.4,48,622128,"$894,991",13.5,12.8,0.2,0,0,0.9,2.9,1,08 Aug '81 ,Espoo ,,FIN ,69,185,8,R ,Y ,1,0,0,,0
2006-07,Tor,Tor,Tor,"Belak, Wade ",Wade Belak,D ,65,0,3,3,-8,110,16,0.0%,526,0,0,0,0,0.0%,0,0,0,0,0,0,3,0,0,0,0,0,11.1,1.3,33.33,0,2.6,0,26.47,323.1,1.8,2.3,327.1,15,76,5,12,5,2.8,13.9,0.9,2.2,0.9,5,0,0,7,1,0,8,14,0,1,15,-6.5,-39.8,0.2,-0.1,0,0,0,0.1,0.9,7.2,0.1,-0.6,-13.3,-6.6,-40.6,29,165000,"$165,000",9.4,10.3,-8.4,-1.2,-7.2,-1.2,-7.2,-2.4,03 Jul '76 ,Saskatoon ,SK ,CAN ,77,221,,R ,N,0,0,0,,0
2007-08,Tor,Flo,Tor,"Belak, Wade ",Wade Belak,RW,17,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.85,0,0,0.85,0,0,70.6,0,0,70.6,,,,,,0,0,0,0,0,4.2,0,0,1,0,0,1,1,0,0,1,-1.1,-32.5,-1.7,0,-0.1,0,0,-1.8,-51.4,0.6,0,0,0,0.7,18.9,,,"$165,000",,,,,,,,,,,,,,,,,,,,,"$625,000",1
2007-08,Tor,Tor ,Tor,"Belak, Wade ",Wade Belak,RW,30,1,0,1,-2,66,13,7.7%,,,,0,1,0.0%,,,,,,,,0,0,0,0,0,0,1.99,0,0,2.99,0,0,120.4,0.6,0,121,,,,,,0,0,0,0,0,4,0,0,4,0,0,4,6,0,0,6,-5.9,-97.5,-0.9,0,-0.6,0,0,-1.5,-24.5,0.7,0,0,-5.1,-4.4,-72.9,28,165000,"$165,000",,,,,,,,,,,,,,,,,,,,,"$625,000",1
2007-08,Tor,Flo,Tor,"Belak, Wade ",Wade Belak,RW,47,1,0,1,-2,78,17,5.9%,,0,0,0,1,0.0%,0,0,0,0,0,1,0,0,0,0,0,6.3,0,1.57,0,0,2.2,0,0,191,0.6,0,191.6,5,41,1,4,4,1.6,12.8,0.3,1.3,1.3,4.1,0,0,5,0,0,5,7,0,0,7,-7,-73.5,-2.6,0,-0.7,0,0,-3.3,-34.4,1.4,0,0,-5.1,-3.7,-39.1,37,165000,"$165,000",5.7,5.5,-1.7,-2.1,-21.9,0,0,-2.2,Jul 03 '76 ,Saskatoon ,SK ,CAN ,77,221,33,R ,,,,,"$625,000",2
2006-07,LA,Van,Van,"Miller, Aaron ",Aaron Miller,D ,82,0,8,8,-14,60,56,0.0%,2085,0,0,0,1,0.0%,0,0,0,0,1,0,7,0,0,0,0.8,0,6.8,1.81,0,0.5,2.73,0,8.45,1229.7,15.7,362,1607.4,169,78,33,44,13,6.3,2.9,1.2,1.6,0.5,15,4.4,0.2,37,0,3,40,56,0,51,107,35.5,44.2,-3.4,-0.6,1.1,-0.1,0,-3,-3.7,25.3,0.4,9.9,2.9,38.5,47.9,50,1077070,"$1,077,070",22.1,38.2,-5.2,-2.6,-2.6,0.8,0.8,-1.8,11 Aug '71 ,Buffalo ,NY ,USA ,75,218,3,R ,N,0,0,0,,0
2007-08,LA,Van,Van,"Miller, Aaron ",Aaron Miller,D,57,1,8,9,-1,32,27,3.7%,,1,0,0,0,0.0%,0,0,0,0,0,1,8,0,0,0,0,1.4,11.5,2.23,0,0.83,2.45,0,6.23,834.4,9.5,144.4,988.2,80,37,18,29,15,4.9,2.2,1.1,1.8,0.9,14.6,2.5,0.2,31,0,2,33,34,0,15,49,26.9,54.4,2,-0.4,-2,-0.3,0,-0.8,-1.6,16.6,0.3,6.8,4,27.7,56,56,1386507,"$1,994,624",17.6,24.9,-3.9,-0.7,-1.2,1.4,2.5,0.8,Aug 11 '71 ,Buffalo ,NY ,USA ,75,210,4,R ,,,,,"$1,500,000",0
2006-07,Van,Van,Van,"Burrows, Alex ",Alex Burrows,LW,81,3,6,9,-7,93,70,4.3%,1367,1,0,7,9,43.8%,0.3,0,1,0,0,3,5,0,18.7,0,0,5.6,9.3,1.31,3.73,0.22,2.05,0,3.6,643.6,16.1,267,926.7,42,90,29,18,37,2.7,5.8,1.9,1.2,2.4,7.9,3.3,0.2,14,1,1,16,22,0,16,38,5.8,12.6,-5.5,-0.1,0.1,-3.3,0,-8.8,-18.9,6.5,0,15.3,-7.2,14.6,31.5,50,165000,"$165,000",14.6,20.2,-10.1,-3.8,-6.3,0.8,1.3,-3,11 Apr '81 ,Pointe-Claire ,QC ,CAN ,73,189,,L ,N,0,0,0,,0
2007-08,Van,Van,Van,"Burrows, Alex ",Alex Burrows,LW,82,12,19,31,11,179,126,9.5%,,3,0,13,24,35.1%,0.8,1,0,3,1,8,18,16.3,0,3.7,1.2,9.9,22.2,2.28,3.26,0.97,1.85,0,6.82,973.5,18.4,246.2,1238,45,80,51,31,50,2.2,3.9,2.5,1.5,2.4,11.9,3,0.2,37,1,4,42,30,0,28,58,38.2,61.8,11.4,0.9,11.3,7.8,-0.8,30.7,49.6,11.3,0.1,10,-13.8,7.5,12.2,52,1776062,"$1,776,062",21.6,28.7,6.6,2,2.7,3.8,5.1,5.5,Apr 11 '81 ,Pointe-Claire ,QC ,CAN ,73,190,14,L ,,,,,"$483,333",0
2006-07,Van,Van,Van,"Edler, Alexander ",Alexander Edler,D ,22,1,2,3,3,6,10,10.0%,378,0,0,0,0,0.0%,0,0,0,0,0,1,2,0,0,0,0,5.3,10.5,2.36,0,0,1.31,0,0,228.6,8.7,14.6,251.8,11,17,10,10,3,2.6,4.1,2.4,2.4,0.7,10.4,0.7,0.4,9,0,0,9,5,0,0,5,11.5,91,2,-0.3,0,0,0,1.7,13.7,7,0.2,1.6,1,9.7,77.3,69,798545,"$2,976,395",4.6,5.2,2.3,0,0,1.1,8,1.1,21 Apr '86 ,Ostersund ,,SWE ,75,220,23,L ,Y ,0,0,0,,0
2007-08,Van,Van,Van,"Edler, Alexander ",Alexander Edler,D,75,8,12,20,6,42,124,6.5%,,0,0,1,0,100.0%,0,4,6,0,0,4,6,4.8,7.3,0,0,3.9,5.9,2.45,4.83,0.46,2.06,0.73,6.04,1222.9,248.3,129.1,1600.3,76,58,56,42,23,2.8,2.2,2.1,1.6,0.9,16.3,1.7,3.3,50,20,1,71,42,3,13,58,52.7,65.8,4.2,3.8,-1.6,-0.3,2.3,8.5,10.6,30.1,1.8,7.9,4.4,44.2,55.2,63,3151327,"$3,445,451",33.2,32.3,5.8,0.6,0.6,4.6,4.7,5,Apr 21 '86 ,Ostersund ,,SWE ,75,220,23,L ,Y ,,,,"$550,000",0
2006-07,NYR,Van,Van,"Isbister, Brad ",Brad Isbister,LW,19,1,4,5,5,14,36,2.8%,364,0,0,4,8,33.3%,1,1,0,0,0,0,4,15.6,0,0,0,0,22,2.75,3.12,0,1.38,0,0,218.1,19.3,21.2,258.5,2,15,19,7,4,0.5,3.5,4.4,1.6,0.9,11.5,1.1,1,10,1,0,11,5,0,0,5,2.8,21.5,-1.3,0.8,0,-0.2,0,-0.7,-5.6,2.9,0.1,2,-1.4,3.5,27.2,,,"$165,000",4.6,4.2,4.6,-0.5,-3.3,1.2,8,0.7,07 May '77 ,Edmonton ,AB ,CAN ,76,225,15,R ,N,0,0,0,,0
2007-08,NYR,Van,Van,"Isbister, Brad ",Brad Isbister,LW/RW,55,6,5,11,-4,38,71,8.5%,,1,0,8,9,47.1%,0.5,0,1,0,0,6,4,0,11.6,0,0,12.9,8.6,1.5,2.31,0,1.93,0,5.86,559.1,25.9,10.2,595.3,10,26,19,11,8,1,2.6,1.9,1.1,0.8,10.2,0.2,0.5,14,1,0,15,18,0,1,19,10.2,34.2,3.1,-0.3,0.8,-0.1,-0.8,2.7,9,6.1,0.1,0.5,0.9,7.5,25.2,52,760807,"$1,134,294",11.3,10.9,-4.3,-0.7,-2.2,0,0,-0.9,May 07 '77 ,Edmonton ,AB ,CAN ,76,225,27,R ,,,,,"$525,000",0
2006-07,Cal,Van,Van,"Ritchie, Byron ",Byron Ritchie,C ,64,8,6,14,3,68,46,17.4%,927,0,0,141,141,50.0%,7.5,0,0,1,1,7,5,0,0,4.2,4.2,15.6,11.2,2.12,0,1.7,1.9,0,5.93,537.8,16.7,70.8,625.2,37,67,15,23,18,3.6,6.4,1.4,2.2,1.7,8.4,1.1,0.3,19,0,2,21,17,0,7,24,13,41.6,5.6,-0.8,0,2.6,7.2,14.7,47,5.8,0,2.9,-10.3,-1.7,-5.4,55,912095,"$1,168,622",12,13.4,-1.9,-0.2,-0.6,0.5,1.4,0.3,24 Apr '77 ,Burnaby ,BC ,CAN ,70,190,,L ,N,3,2,0,,0
2007-08,Cal,Van,Van,"Ritchie, Byron ",Byron Ritchie,C,71,3,8,11,-10,80,73,4.1%,,0,0,262,253,50.9%,13,0,3,0,0,3,5,0,14.7,0,0,5.5,9.2,1.29,2.95,0.73,2.4,0,6.97,650.4,61,163.5,874.9,34,89,17,21,18,2.3,6.1,1.2,1.4,1.2,9.2,2.3,0.9,14,3,2,19,26,0,19,45,6.5,14.8,-3.6,-0.3,2.2,-2,-0.8,-4.5,-10.2,5.3,0.2,5.3,0.1,11,25.1,42,165000,"$165,000",15.4,20.2,-12.9,-3,-5.5,-0.3,-0.5,-3.5,Apr 24 '77 ,Burnaby ,BC ,CAN ,70,190,15,L ,,,,,"$675,000",0
2006-07,Van,Van,Van,"Sedin, Daniel ",Daniel Sedin,LW,81,36,48,84,19,36,236,15.3%,1827,8,0,10,34,22.7%,0.9,16,18,0,0,20,30,13.5,15.2,0,0,21.9,32.9,3.07,7.58,0,1.86,0.84,10.32,1095.2,356.4,11.6,1463.2,19,16,90,26,26,0.8,0.7,3.7,1.1,1.1,13.5,0.1,4.4,56,45,0,101,34,5,2,41,96.2,131.5,45,33.1,0.2,-0.1,0.5,78.8,107.7,12,0,-0.1,5.4,17.4,23.8,83,5856516,"$5,928,819",36.9,25.5,19.5,13.7,15,4.9,5.4,18.6,26 Sep '80 ,Ornskoldsvik ,,SWE ,73,185,22,L ,N,0,0,0,,0
2007-08,Van,Van,Van,"Sedin, Daniel ",Daniel Sedin,LW,82,29,45,74,6,50,247,11.7%,,7,0,17,21,44.7%,0.8,12,20,0,0,17,25,10.4,17.4,0,0,17.1,25.1,2.56,7.83,0,2.16,0.35,7.58,1194.1,344.6,23.7,1562.4,14,11,87,38,24,0.5,0.4,3.3,1.5,0.9,14.6,0.3,4.2,51,45,0,96,43,2,3,48,68.7,88,31.3,23.2,0.3,-0.3,0,54.5,69.8,11.4,0.8,0.7,1.4,14.2,18.2,63,4699478,"$4,699,478",37.2,27.4,10.1,11.1,11.5,3.4,3.5,14,Sep 26 '80 ,Ornskoldsvik ,,SWE ,73,185,22,L ,,,,,"$3,575,000",0
2006-07,Nas,Nas,Van,"Hordichuk, Darcy ",Darcy Hordichuk,LW,53,1,3,4,-2,90,22,4.5%,420,0,0,0,0,0.0%,0,0,0,0,0,1,3,0,0,0,0,4.8,14.4,1.92,0,0,2.4,0,0,250.2,4.3,0,254.5,3,65,6,4,8,0.7,15.3,1.4,0.9,1.9,4.7,0,0.1,8,0,0,8,10,0,0,10,-3.6,-28.3,-1.4,-0.2,-0.1,0,0,-1.7,-13.2,1.4,0,0,-3.3,-1.9,-15.1,47,165000,"$165,000",7.1,6.7,-3.9,-2,-15.5,-0.3,-2.3,-2.3,10 Aug '80 ,Kamsack ,SK ,CAN ,73,215,16,L ,N,0,0,0,,0
2007-08,Nas,Nas,Van,"Hordichuk, Darcy ",Darcy Hordichuk,LW,45,1,2,3,-1,60,18,5.6%,,1,0,0,0,0.0%,0,0,0,0,0,1,2,0,0,0,0,5.2,10.4,1.31,0,0,1.57,0,0,229.8,0.6,1.4,231.8,3,64,9,2,4,0.8,16.6,2.3,0.5,1,5.1,0,0,5,0,0,5,6,0,0,6,5.3,45.7,-1.3,0,0.9,0,0,-0.4,-3.8,3,0,0.1,2.6,5.7,49.5,44,165000,"$165,000",5.3,5.1,-1.1,-1.3,-11.1,0.1,0.9,-1.3,Aug 10 '80 ,Kamsack ,SK ,CAN ,73,215,16,L ,,,,,"$517,000",0
2006-07,Van,Van,Van,"Sedin, Henrik ",Henrik Sedin,C ,82,10,71,81,19,66,134,7.5%,1898,2,0,641,579,52.5%,25.8,1,34,0,0,9,37,0.8,28.4,0,0,9.6,39.4,2.93,7.51,0,1.81,0.83,0,1127.7,359.6,23.7,1511,13,15,49,52,19,0.5,0.6,1.9,2.1,0.8,13.8,0.3,4.4,55,45,0,100,34,5,0,39,50.5,66.9,25.2,13.6,0.2,-0.3,-0.5,38.3,50.7,12.7,0,2.2,-2.6,12.3,16.2,80,3078580,"$3,078,580",37.5,26.9,19.2,8.5,9,5.1,5.4,13.6,26 Sep '80 ,Ornskoldsvik ,,SWE ,74,190,33,L ,N,1,0,0,,0
2007-08,Van,Van,Van,"Sedin, Henrik ",Henrik Sedin,C,82,15,61,76,6,56,141,10.6%,,2,0,643,726,47.0%,30,4,25,1,0,10,36,3.5,21.7,7.2,0,9.9,35.6,2.82,8,1.44,2.47,0.35,5.75,1213.5,345.1,41.8,1600.3,15,19,52,56,31,0.6,0.7,1.9,2.1,1.2,14.8,0.5,4.2,57,46,1,104,50,2,4,56,53.2,66.5,27.1,12.9,-1.7,2.7,0,41.1,51.3,9.5,0.8,2.1,-0.1,12.2,15.2,62,3481998,"$3,481,998",40.5,30.6,9.9,8.1,8.2,3.6,3.6,11.8,Sep 26 '80 ,Ornskoldsvik ,,SWE ,74,190,33,L ,,,,,"$3,575,000",0
2007-08,,Van,Van,"Hansen, Jannik ",Jannik Hansen,RW,5,0,0,0,0,2,3,0.0%,,0,0,1,0,100.0%,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,11,0.3,57.8,0,0,5,3,0,0,0,5.2,3.1,0,9.3,0.1,2.2,0,0,0,0,0,0,0,0,0,0.1,-1.1,-0.6,0.6,0,0,-1.1,-37.5,1,0,0,0,1.1,37.6,,,"$165,000",0.4,0.4,0,-0.2,-5.8,0,0,-0.1,Mar 15 '86 ,Herlev ,,DNK ,73,201,36,R ,Y ,,,,"$508,333",0
2007-08,,Van,Van,"Jaffray, Jason ",Jason Jaffray,C/RW,19,2,4,6,4,19,15,13.3%,,1,0,84,92,47.7%,17.2,1,0,0,0,1,4,7.1,0,0,0,6.1,24.4,1.83,2.83,0,0.61,0,0,196.7,42.4,0.2,239.2,5,14,6,3,2,1.3,3.5,1.5,0.8,0.5,10.4,0,2.2,6,2,0,8,2,0,0,2,2.4,19.9,1.5,-0.3,-0.7,0,0,0.4,3.7,3.6,0.2,0,-1.8,1.9,16.2,,,"$165,000",3.6,3.1,4.2,0.6,4.3,0.9,6.4,1.5,Jun 30 '81 ,Rimbey ,AB ,CAN ,73,195,29,L ,,,,,"$487,500",0
2006-07,Atl,,Van,"Krog, Jason ",Jason Krog,C ,14,1,3,4,3,6,14,7.1%,257,0,0,91,74,55.2%,,0,0,0,0,1,3,0,0,0,0,7.5,22.4,2.24,3.51,0,0.75,1.76,0,161,34.2,0.2,195.4,,,,,,0,0,0,0,0,11.5,0,2.4,6,2,0,8,2,1,0,3,0.9,9.2,0.3,-1.8,0,0,0,-1.5,-15,2.1,-0.1,0,0.3,2.4,24.1,,,"$165,000",3.2,2.6,3,-0.1,-0.9,0.7,6.1,0.6,,,,,,,,,,,,,,1
2006-07,NYR,,Van,"Krog, Jason ",Jason Krog,C ,9,2,0,2,2,4,8,25.0%,130,1,0,37,29,56.1%,17.3,0,0,0,0,2,0,0,0,0,0,27.1,0,2.04,0,0,0.68,0,0,88.4,1.1,0.2,89.7,15,12,3,6,4,10,8,2,4,2.7,9.8,0,0.1,3,0,0,3,1,0,0,1,3,67.7,1.8,0,0,0,0,1.8,39.2,1.5,0,0,-0.2,1.3,28.4,,,"$165,000",1.5,1.4,1.9,0.2,4.4,0.4,8.8,0.7,09 Oct '75 ,Fernie ,BC ,CAN ,71,191,10,R ,N,0,0,0,,1
2006-07,NYR,,Van,"Krog, Jason ",Jason Krog,C ,23,3,3,6,5,10,22,13.6%,387,1,0,128,103,55.4%,17.3,0,0,0,0,3,3,0,0,0,0,14.4,14.4,2.17,3.4,0,0.72,1.7,0,249.4,35.3,0.4,285.1,12,15,3,6,4,2.5,3.2,0.6,1.3,0.8,10.8,0,1.5,9,2,0,11,3,1,0,4,3.9,27.6,2.1,-1.9,0,0,0,0.3,2.1,3.6,-0.1,0,0.1,3.6,25.5,0,0,"$165,000",4.7,4,4.9,0,0,0.6,3.7,0.6,09 Oct '75 ,Fernie ,BC ,CAN ,71,191,10,R ,N,0,0,0,,2
2006-07,LA,Van,Van,"Cowan, Jeff ",Jeff Cowan,LW,21,0,2,2,-1,32,28,0.0%,260,0,0,0,1,0.0%,,0,0,0,0,0,2,0,0,0,0,0,15.5,1.55,0,0,1.94,0,0,154.7,4.4,0.8,159.9,,,,,,0,0,0,0,0,7.4,0,0.2,4,0,0,4,5,0,0,5,1.8,22.6,-1.7,-0.2,0.1,0,0,-1.8,-22.5,2.1,0,0.1,1.4,3.6,45,35,165000,"$165,000",3.1,3,0.2,-0.9,-10.9,0.2,2.4,-0.7,,,,,,,,,,,,,,1
